id,created_at,text
725814761451978752,2016-04-28 22:31:38,Flood insurance bill could bring relief to homeowners https://t.co/RCQnm9tnTs #hw
725807099804950529,2016-04-28 22:01:12,Ellie Mae reports record 1Q revenue https://t.co/MDflAPQgbG #hw
725807093844832256,2016-04-28 22:01:10,Ocwen responds to National Mortgage Settlement foreclosure holds https://t.co/eSWp67skzj #hw
725802308529856512,2016-04-28 21:42:09,Say what? JP Power survey shows customer satisfaction shifting to big banks https://t.co/LKvl0emBZh #hw
725800059346948096,2016-04-28 21:33:13,This just in: The top 20 housing markets for April [Interactive Map] https://t.co/DTfr9PJeUe #hw
725790407691358208,2016-04-28 20:54:52,CFPB: Changes to TRID coming soon https://t.co/lWbHVFszdg #hw
725769581973790721,2016-04-28 19:32:07,"Homeownership rate falls again, nearing all-time low https://t.co/0hSfkWrKct #hw"
725761610615263232,2016-04-28 19:00:26,Know an influential woman impacting the industry? Don't forget to nominate! Nominations close TOMORROW at midnight! https://t.co/uEB4OwaE09
725745689796349952,2016-04-28 17:57:10,Rising home prices create economic displacement in San Francisco area https://t.co/gGd626HQ87 #hw
725706290513715201,2016-04-28 15:20:37,Want to be included in HW’s 2016 Women of Influence? Only ONE day left to nominate! Nominations close 4/29! https://t.co/uEB4OwaE09
725687759889829888,2016-04-28 14:06:59,"Freddie Mac: Mortgage rates slightly increase, still well below 4% https://t.co/OiOuQwnngH #hw"
725536683429494784,2016-04-28 04:06:39,Cash homebuyers threaten to overheat some markets https://t.co/J7PbHTGr5N #hw
725536679075807232,2016-04-28 04:06:38,Ocwen foreclosures frozen after National Mortgage Settlement compliance failure https://t.co/yeWd64sHDR #hw
725524997595254784,2016-04-28 03:20:13,Here's how to best spend your money under TRID https://t.co/JVA3ifJWIF #hw
725443451353886720,2016-04-27 21:56:11,How much worse can it get for Ocwen? Nonbank posts massive loss in 1st quarter https://t.co/bQtsmmvnYi #hw
725426347246415872,2016-04-27 20:48:13,Can you guess which state charges the highest property tax? https://t.co/FH6BdWiAix #hw
725408469717667840,2016-04-27 19:37:11,Incenter launching mortgage-focused broker-dealer https://t.co/fGXNTixSGA #hw
725406765513203712,2016-04-27 19:30:24,"As expected, Fed holds off interest-rate hike https://t.co/dnsLOPYKRS #hw"
725399527826427904,2016-04-27 19:01:39,Brian Benson out as CEO of ClosingCorp https://t.co/BpXVxV0fMK #hw
725391842049576960,2016-04-27 18:31:06,Here's why Radian's 1Q revenue beat expectations https://t.co/khQuKFZAUY #hw
725361014821277697,2016-04-27 16:28:37,RT @BrenaSwansonHW: It's not if but when #cybersecuirty. Last chance for today's webinar @ 1CST with @DLA_Piper @EnCase @DigitalRiskCo http…
725339504979132416,2016-04-27 15:03:08,Want to be included in HW’s 2016 Women of Influence? Only a couple days left to nominate! Nominations close 4/29! https://t.co/uEB4OwaE09
725339428714065923,2016-04-27 15:02:50,Cybersecurity webinar TODAY https://t.co/Cmbz8kUAZx Don't miss out. The threat is only rising. @DLA_Piper @EnCase @DigitalRiskCo
725329806418538496,2016-04-27 14:24:36,Pending home sales jump to highest level in nearly a year https://t.co/dAN60NPqUZ #hw
725324375843561472,2016-04-27 14:03:01,How are lenders are exposed to security breaches? HW Webinar: Data Privacy and Cyber Security. 4/27 https://t.co/DEYIdL8dYz
725280263882739713,2016-04-27 11:07:44,MBA: Mortgage applications reverse course https://t.co/nUcECmSmoH #hw
725127686377619456,2016-04-27 01:01:27,ICYMI 40 million cards hacked in @Target breach. Stop this from happening at your business [#HW webinar 4/27 https://t.co/Cmbz8kUAZx]
725091370679951360,2016-04-26 22:37:08,Bernie Sanders hints at Elizabeth Warren as potential VP https://t.co/psg7b2oqlM #hw
725079923010867200,2016-04-26 21:51:39,[Chart] Mortgage default rate versus rising home prices https://t.co/L1KABR1O2A #hw
725074555404832769,2016-04-26 21:30:19,"Will Fed remain dovish, punt on interest-rate hike again? https://t.co/C9KG9H2Xxr #hw"
725072996398850049,2016-04-26 21:24:08,Mortgage REIT stocks on the rise? https://t.co/mAbV0AbNtH #hw
725071493432905728,2016-04-26 21:18:09,Freddie Mac: Climate change threatens the future of housing https://t.co/9whOWrI60U #hw
725067391881875456,2016-04-26 21:01:51,1 day left @DLA_Piper @EnCase @DigitalRiskCo give solutions to immanent cybersecurity threats. Ready? [webinar https://t.co/zqtB4sbZas]
725042938749673472,2016-04-26 19:24:41,Ditech to use HLP portal for foreclosure prevention efforts https://t.co/zI4fIRhL7s #hw
725029972868374528,2016-04-26 18:33:10,Appraisal volume shows weakened spring housing market https://t.co/JGp3rkZAbr #hw
725028480828641281,2016-04-26 18:27:14,Gallup poll finds most Americans believe real estate is best investment https://t.co/Kxu5gkqDcq #hw
725020173237809152,2016-04-26 17:54:14,What is the future of the mortgage business? https://t.co/9dhD7xQOXR #hw
725006612243472384,2016-04-26 17:00:20,MBA to the next president: Here are 3 ideas to save the housing market https://t.co/pHfxFemTu3 #hw
724999406026629122,2016-04-26 16:31:42,Want to be included in HW’s 2016 Women of Influence? Only a couple days left to nominate! Nominations close FRIDAY! https://t.co/uEB4OwaE09
724992255279398912,2016-04-26 16:03:18,What cyber security risks are lenders exposed to on a daily basis? 4/27 HW Webinar https://t.co/XbGeEEiH6O
724971971235082240,2016-04-26 14:42:41,S&amp;P/Case-Shiller: Home prices finally start to stabilize https://t.co/KMqA2IGmyq #hw
724765289016090624,2016-04-26 01:01:25,"FYI: In 2015, almost 1 million new malware threats were released every day. Don't go unprotected [webinar 4/27 https://t.co/Cmbz8kUAZx]"
724733540907151360,2016-04-25 22:55:15,Wall Street Journal lays waste to CFPB in scathing editorial https://t.co/NmP4eVta1w #hw
724733523857301504,2016-04-25 22:55:11,Fannie Mae announces plans to securitize re-performing loans https://t.co/LEaOfoAlzN #hw
724731506120249344,2016-04-25 22:47:10,6 tips for Millennials to improve their credit scores https://t.co/1jvrisfGWj #hw
724696265712238592,2016-04-25 20:27:08,California pending home sales decreased for third consecutive month https://t.co/Unyn6KNzeA #hw
724686700467785728,2016-04-25 19:49:08,Altisource announces new president https://t.co/ZjfbFylLSV #hw
724684936771297280,2016-04-25 19:42:07,There may be a future for TRID securitizations yet https://t.co/gW5OJXT2eZ #hw
724681193183039489,2016-04-25 19:27:15,Hey Dallas Millennials! Better get used to renting https://t.co/0m32Mk15dv #hw
724654121895100417,2016-04-25 17:39:40,"Nationstar, Flagstar receive top mortgage servicing marks from Fannie Mae https://t.co/4jBgzdpu34 #hw"
724629985420533760,2016-04-25 16:03:46,Want to be included in HW’s 2016 Women of Influence? Only a couple days left to nominate! Nominations close 4/29! https://t.co/uEB4OwaE09
724629885218611208,2016-04-25 16:03:22,What protective measures can lenders take to stop a security breach? Webinar: Data Privacy and Cyber Security. 4/27 https://t.co/lG8k4Hn9sG
724469268381765632,2016-04-25 05:25:08,Monday Morning Cup of Coffee: Should mortgage lenders consider payday loans? https://t.co/C7G2u1CyCq #hw
724387669640384512,2016-04-25 00:00:53,FYI: Cyber attacks come across using people. It’s easier to crack a human than a machine. Don't fall victim |webinar https://t.co/Cmbz8kUAZx
724342394024538116,2016-04-24 21:00:59,"Gone are emails from a rich prince—the threats you'll likely face come from compromised, trusted sources [webinar https://t.co/Cmbz8kUAZx]"
724040347270172672,2016-04-24 01:00:45,Lenders are exposed to cybersecurity risks on a daily basis. Prepared? @DLA_Piper answers. 4/27 HW Webinar https://t.co/XbGeEEiH6O
723964941003304960,2016-04-23 20:01:07,Cyber criminal networks are going to great lengths to breach your security. Are you as committed? Webinar 4/27 https://t.co/Cmbz8kUAZx
723912083344109568,2016-04-23 16:31:04,Want to be included in HW’s 2016 Women of Influence? Only a couple days left to nominate! Nominations close 4/29! https://t.co/uEB4OwaE09
723889689208479745,2016-04-23 15:02:05,HW Webinar – improve data protection and structure cyber security to protect your company. 4/27 https://t.co/ul9Ww8LYUi
723889432554778624,2016-04-23 15:01:04,ICYMI Hackers tried to steal $1 billion from the @NYFed_News. Don't fall victim too. [#HW webinar 4/27 https://t.co/Cmbz8kUAZx]
723677912600317952,2016-04-23 01:00:34,ICYMI 15 million people’s credit data stolen in @Experian_US breach. Don't let it happen to you [webinar 4/27 https://t.co/Cmbz8kUAZx]
723638310078308353,2016-04-22 22:23:12,Convicted bank robber gets 18 years for role in $3M timeshare mortgage fraud scheme https://t.co/FjSnKw431S #hw
723636404689862656,2016-04-22 22:15:38,SunTrust rides strong mortgage performance to increase income in Q1 https://t.co/GnL9xizCbj #hw
723630427852804096,2016-04-22 21:51:53,Freddie Mac: Rough start to 2016 doesn't damper housing outlook https://t.co/3LYo6nIPrR #hw
723630424644157440,2016-04-22 21:51:52,Market could be close to pre-crisis share of cash sales https://t.co/lLusnY3Ker #hw
723609865478787074,2016-04-22 20:30:10,Florida building world’s first solar-powered town https://t.co/5UAjafjuxL #hw
723603561532116992,2016-04-22 20:05:07,Fidelity Bank accused of denying mortgage loans based on race https://t.co/4CjBzBKnrW #hw
723571136835899392,2016-04-22 17:56:16,"New York county legislator, former city official among victims of mortgage fraud conspiracy https://t.co/1vFXF2eV7d #hw"
723571112538329088,2016-04-22 17:56:11,PulteGroup's very public squabble yet to hurt bottom line https://t.co/RKL2k6a5PT #hw
723569618384617473,2016-04-22 17:50:14,Not-so-close call: Bankers face stricter pay rules https://t.co/FbVm9LqTLO #hw
723565366295719936,2016-04-22 17:33:21,Close call: Some credit unions barely avoid onerous regulation https://t.co/SvHTenGcW2 #hw
723557013926502401,2016-04-22 17:00:09,Freddie Mac offloading $916 million in latest credit risk-sharing deal https://t.co/LZbMq1FW0H #hw
723549852123144193,2016-04-22 16:31:42,Want to be included in HW’s 2016 Women of Influence? Only a few weeks left to nominate! Nominations close 4/29! https://t.co/uEB4OwaE09
723542653472743426,2016-04-22 16:03:06,How are lenders are exposed to security breaches? HW Webinar: Data Privacy and Cyber Security. 4/27 https://t.co/DEYIdL8dYz
723536945117298689,2016-04-22 15:40:25,"Odds are in your favor. To have a real chance at defending against cyber threats, you have to recognize these things https://t.co/DZGcChPLF4"
723370286595219456,2016-04-22 04:38:10,Black Knight: Mortgage delinquency rate proves housing market is healing https://t.co/b1Tmo87Bt1 #hw
723282566975877120,2016-04-21 22:49:36,"Wells Fargo pledges $220 billion for minority, low-income mortgages https://t.co/gr05LznAog #hw"
723281136294588416,2016-04-21 22:43:55,Trulia: Renting a home in retirement better than buying https://t.co/OmlbIF3xH3 #hw
723279695509233664,2016-04-21 22:38:11,Fannie Mae shifts more credit risk to insurers with latest deal https://t.co/v8ZaMNC8r8 #hw
723266091531665408,2016-04-21 21:44:08,Mortgage Contracting Services creates new division https://t.co/MM7Jqxcg4F #hw
723261089341943813,2016-04-21 21:24:15,"Odds are in your favor. To have a real chance at defending against cyber threats, you have to recognize these things https://t.co/DZGcChPLF4"
723251252520321025,2016-04-21 20:45:10,Bayview renews contract with LoanSphere MSP https://t.co/jUIA3hr7U5 #hw
723224583684251648,2016-04-21 18:59:12,"First Republic Bank invests in community, ups minimum wage to $20 per hour https://t.co/GmH2sQwKTt #hw"
723218814507216896,2016-04-21 18:36:16,Here's why seasonality matters in the housing market https://t.co/h4Emf6jPsG #hw
723208985612947456,2016-04-21 17:57:13,Department of Justice loses another one of its top cops on mortgage fraud https://t.co/D9BqMqCRil #hw
723187828964777984,2016-04-21 16:33:09,Three major nonbank mortgage servicers; Only one is profitable https://t.co/cwQLpUGGCy #hw
723180347232538624,2016-04-21 16:03:25,Want to be included in HW’s 2016 Women of Influence? Only a few days left to nominate! Nominations close 4/29! https://t.co/uEB4OwaE09
723180204433256450,2016-04-21 16:02:51,What protective measures can lenders take to stop a security breach? Webinar: Data Privacy and Cyber Security. 4/27 https://t.co/lG8k4Hn9sG
723155065033228289,2016-04-21 14:22:57,Freddie Mac: Mortgage rates still remain at record lows https://t.co/JA2mV7xMcr #hw
722916064628056066,2016-04-20 22:33:15,Is TRID hysteria over? Time to close drops to 12-month low https://t.co/EbeN3fPqwC #hw
722914513406681088,2016-04-20 22:27:05,Potential homebuyers sidelined until their credit improves https://t.co/anw6TxLlw4 #hw
722909740699811840,2016-04-20 22:08:07,"LandSafe, FNC, RELS: Acquisitions behind the CoreLogic success https://t.co/rqIUbdPHqA #hw"
722906983418847235,2016-04-20 21:57:10,California AG backs expansion of Homeowners' Bill of Rights https://t.co/hTl7UrEe0F #hw
722900684824137728,2016-04-20 21:32:08,Home prices see highest increase since 2007 https://t.co/YPQbUzxRq2 #hw
722873262452056065,2016-04-20 19:43:10,California home sales slowed way down in March https://t.co/jDdDaLSZ5i #hw
722870947921793024,2016-04-20 19:33:58,Next major issue lenders need to tackle: Cybersecurity https://t.co/DZGcCi7mwC #hw
722870416251813888,2016-04-20 19:31:52,"Trump: If I win, Yellen's days at the Fed will be numbered https://t.co/9xd0717ns7 #hw"
722853884725624833,2016-04-20 18:26:10,"Treasury committing $1 billion more to fight blight, help struggling borrowers https://t.co/8qnfzyS0r6 #hw"
722821069707599872,2016-04-20 16:15:47,How are lenders are exposed to security breaches? HW Webinar: Data Privacy and Cyber Security. 4/27 https://t.co/DEYIdL8dYz
722802782852554754,2016-04-20 15:03:07,Want to be included in HW’s 2016 Women of Influence? Only a few days left to nominate! Nominations close 4/29! https://t.co/uEB4OwaE09
722744311490555904,2016-04-20 11:10:46,MBA: Mortgage applications barely move after last week's highs https://t.co/ybtq6nVYf1 #hw
722554923561328640,2016-04-19 22:38:12,Los Angeles Realtor 'hijacks' Coachella social media feeds https://t.co/CORd3gDjQB #hw
722554915105611776,2016-04-19 22:38:10,Sindeo joins REach Real Estate accelerator class of 2016 https://t.co/4oDeit5m4b #hw
722554897221033985,2016-04-19 22:38:06,"Placester continues expansion, acquires RealSatisfied https://t.co/fd8O0qHgtY #hw"
722542327965704192,2016-04-19 21:48:09,Appraisal volume slowly increases https://t.co/0H5NzdD3NG #hw
722539492352000000,2016-04-19 21:36:53,Here's how to prepare for a CFPB audit https://t.co/Hy3ComO0Kj #hw
722508599512006656,2016-04-19 19:34:08,MGIC revenue decreases during 1Q https://t.co/OB99FBgV6o #hw
722506837136777216,2016-04-19 19:27:08,"Alabama Senator Shelby calls for Fannie, Freddie investigation https://t.co/DqjtvgplAC #hw"
722503435401101313,2016-04-19 19:13:37,Former Lehman Bros. exec claims to be victim of $2M real estate phishing scam https://t.co/qrWUvZHd7I #hw
722494020518154240,2016-04-19 18:36:12,"Housing starts are in, and economy experts couldn't disagree more https://t.co/xOEX0r5UrE #hw"
722481186807750656,2016-04-19 17:45:12,"Matt Taibbi: Government secretly plans Wall Street takeover of Fannie, Freddie https://t.co/nLk0dMAu7j #hw"
722445827734528000,2016-04-19 15:24:42,"Housing starts miss expectations, drop to 5-month low https://t.co/Hbh9O2d1Hg #hw"
722441006579388416,2016-04-19 15:05:32,HW Webinar  – improve data protection and structure cyber security to protect your company. 4/27 https://t.co/ul9Ww8LYUi
722440422967144450,2016-04-19 15:03:13,Want to be included in HW’s 2016 Women of Influence? Only a few days left to nominate! Nominations close 4/29! https://t.co/uEB4OwaE09
722192167150551040,2016-04-18 22:36:44,GE Capital mere days from 'exiting' U.S. banking system https://t.co/E4i0hgizz8 #hw
722192163883196417,2016-04-18 22:36:44,Homebuilder market index remains unchanged https://t.co/f26GVL9NH5 #hw
722192160146075648,2016-04-18 22:36:43,Indiana AG warns residents of homeowner tax sale scam https://t.co/9tVlYx3Zl6 #hw
722183954174873601,2016-04-18 22:04:06,Housing stocks predicted to continue rise https://t.co/fB0UkvkK2y #hw
722154786263404544,2016-04-18 20:08:12,5 tips for SFR investors to maximize profit https://t.co/YEC4Pqjt5A #hw
722149854697291776,2016-04-18 19:48:36,Lack of inventory hindering housing recovery https://t.co/8uPYQPlZzl #hw
722148254759030784,2016-04-18 19:42:15,Bernie Sanders announces sweeping housing agenda https://t.co/qzfm9YSB6h #hw
722148230570455040,2016-04-18 19:42:09,Stonegate names James Smith CEO after position abruptly left open https://t.co/ERzi7mzB7M #hw
722111243436236800,2016-04-18 17:15:11,HousingWire's Women of Influence program just became even better https://t.co/ygQYDiFjGp #hw
722096286346977280,2016-04-18 16:15:45,Webinar: Data Privacy &amp; Cyber Security – improve data protection &amp; structure security to protect your company. 4/27 https://t.co/i1lNr0WASt
722077995331153920,2016-04-18 15:03:04,Want to be included in HW’s 2016 Women of Influence? Only a few days left to nominate! Nominations close 4/29! https://t.co/uEB4OwaE09
721913190762713088,2016-04-18 04:08:11,"Monday Morning Cup of Coffee: Zillow, Move legal battle gets more complicated https://t.co/UP1ECLwa8N #hw"
721109495636570113,2016-04-15 22:54:35,Indictment: Killer murdered man and then sold victim's home https://t.co/MHBv1fkf7V #hw
721103744432082944,2016-04-15 22:31:44,UBS will pay $69.8 million to NCUA for credit union RMBS losses https://t.co/XvZgyG5byi #hw
721098814992437248,2016-04-15 22:12:09,Actor Chris Hemsworth sells his home in Malibu for $7M https://t.co/2uLn97ooqh #hw
721098809065938945,2016-04-15 22:12:08,"Banker, real estate developer indicted for failing to repay $5M in TARP money https://t.co/l0J56Lig6K #hw"
721088003108515841,2016-04-15 21:29:11,EXCLUSIVE: Fannie Mae completes fresh round of layoffs https://t.co/2FNjA57ddI #hw
721066870581932033,2016-04-15 20:05:13,What cyber security risks are lenders exposed to on a daily basis? 4/27 HW Webinar https://t.co/XbGeEEiH6O https://t.co/odNxH3jv4b
721055133912567808,2016-04-15 19:18:35,Freedom Mortgage to pay $113 million for FHA violations https://t.co/YW3NpOLkdC #hw
721032772475863041,2016-04-15 17:49:43,Webinar: Data Privacy &amp; Cyber Security – improve data protection &amp; structure security to protect your company. 4/27 https://t.co/RhYkJxpCPf
721031732573548544,2016-04-15 17:45:35,Tennessee attorney gets 33 months for embezzling $2 million from title company https://t.co/ARuPElGs4Y #hw
721027093606207489,2016-04-15 17:27:09,Dial it back: Fannie Mae now expects only one Fed rate hike in 2016 https://t.co/23mmDfnnNr #hw
720990891733868544,2016-04-15 15:03:18,Want to be included in HW’s 2016 Women of Influence? Only a couple weeks left to nominate! Nominations close 4/29! https://t.co/uEB4OwaE09
720739143861411840,2016-04-14 22:22:57,FHFA announces new rules for non-performing loan buyers https://t.co/xDv0AlwYcp #hw
720737671715250176,2016-04-14 22:17:06,Investors struggle in California’s competitive housing market https://t.co/bB8jtAKytq #hw
720718466869628928,2016-04-14 21:00:47,Amalgamated Bank first to offer homebuyers down payment insurance https://t.co/Q33shpty5G #hw
720705232573833216,2016-04-14 20:08:12,FHFA principal reduction plan garners mixed reaction from housing industry https://t.co/f5p9yYyhwg #hw
720705225863012352,2016-04-14 20:08:10,Asia’s richest man building apartment skyrise in Chicago https://t.co/kbYcTowypg #hw
720705218497814529,2016-04-14 20:08:08,Here's why mortgage tech innovation must extend beyond point of sale https://t.co/Dlrpox13Sb #hw
720700194296176640,2016-04-14 19:48:10,Prospect becomes #1 in FHA 203(k) lending https://t.co/Yv8JP6R1ED #hw
720674268820807680,2016-04-14 18:05:09,FHFA makes it official: Principal reduction is coming https://t.co/EPuUTUbOyn #hw
720668484493914112,2016-04-14 17:42:10,"San Fran home prices fell? Wait, what? https://t.co/HVL3ETzP1g #hw"
720640796588789761,2016-04-14 15:52:09,"Low interest rates plague Bank of America, Wells Fargo earnings https://t.co/wpxoAGzwWO #hw"
720631489235279872,2016-04-14 15:15:10,PrimeLending and Mutual of Omaha now hiring staff for new mortgage venture https://t.co/MXXRPH8lcb #hw
720629754366271493,2016-04-14 15:08:16,Mortgage interest rates fall to lowest level in nearly three years https://t.co/KHrv05aT2n #hw
720628425501884421,2016-04-14 15:02:59,Want to be included in HW’s 2016 Women of Influence? Only a few weeks left to nominate! Nominations close 4/29! https://t.co/uEB4OwaE09
720463625236914180,2016-04-14 04:08:08,Foreclosures now lowest since housing crisis https://t.co/bXz7FB86Uo #hw
720370662976585728,2016-04-13 21:58:44,Obtaining a mortgage gets a little easier https://t.co/hNpLhEHAeh #hw
720365350554959872,2016-04-13 21:37:37,"Fed Beige Book: Economic activity expanded in March, housing results mixed https://t.co/OxlYQxAD8T #hw"
720362262767120384,2016-04-13 21:25:21,CC Pace launches TRID relief program https://t.co/eIAh6b2Rlg #hw
720362212112502785,2016-04-13 21:25:09,"New legislation would permanently bar using Fannie, Freddie g-fees for federal spending https://t.co/5choiwlqXT #hw"
720346377931214848,2016-04-13 20:22:14,UPDATE: Board Director Grosfeld resigns from PulteGroup https://t.co/Hazp32SsvF #hw
720324101189947392,2016-04-13 18:53:43,House Financial Services Committee approves bill to rein in CFPB budget https://t.co/820hWmj9gu #hw
720286137378418688,2016-04-13 16:22:52,Will PHH accomplish the unthinkable against the CFPB? https://t.co/oLI1OpVplp #hw
720286109335289856,2016-04-13 16:22:45,"Five major banks fail bailout test, would need taxpayer money in crisis https://t.co/NJ0vUV6HLd #hw"
720275384256712704,2016-04-13 15:40:08,Executive Conversation: Brian Fitzpatrick on the future of loan origination https://t.co/bOdKbNxGcx #hw
720271720234397696,2016-04-13 15:25:34,JPMorgan Chase profits drop 6.7% in first quarter https://t.co/pddsd0wORw #hw
720266122516426752,2016-04-13 15:03:20,Want to be included in HW’s 2016 Women of Influence? Only a few weeks left to nominate! Nominations close 4/29! https://t.co/uEB4OwaE09
720208452832735232,2016-04-13 11:14:10,MBA: Purchase applications surge to new high https://t.co/3F0KJfMCke #hw
720029771116118016,2016-04-12 23:24:09,"Appeals Court questions constitutionality of CFPB, attacks Director Cordray https://t.co/4WADjNVEef #hw"
720024481758994432,2016-04-12 23:03:08,Elizabeth Warren pushing CFPB for more oversight of nonbank mortgage servicers https://t.co/6bGn7aVZBa #hw
720024477979901953,2016-04-12 23:03:07,Fannie Mae announces latest sale of non-performing loans https://t.co/1EZei74s2N #hw
720022725071253504,2016-04-12 22:56:09,Independent mortgage bankers see increased profits in 2015 https://t.co/shpgyOJTad #hw
720003092117200896,2016-04-12 21:38:08,CFPB names six new senior leadership roles https://t.co/JhA5ncUDEA #hw
720001579063975936,2016-04-12 21:32:08,CoreLogic announces new CFO https://t.co/HJqFKRcK9I #hw
719983955743625217,2016-04-12 20:22:06,LRES acquires InsideValuation https://t.co/a8p8dbpXjD #hw
719969361864200192,2016-04-12 19:24:06,Deutsche Bank drops plan to create new jobs in North Carolina https://t.co/K2pbX0bx0L #hw
719961601550327809,2016-04-12 18:53:16,"Unsealed government documents may reveal truth about Fannie, Freddie fate https://t.co/Q8M1qKCBNH #hw"
719940563005362176,2016-04-12 17:29:40,Progressives using HUD NPL sales to disqualify Castro as Democratic VP nominee https://t.co/N6CNjIyWSO #hw
719938778748428288,2016-04-12 17:22:35,Former MBA Chairman David Kittle joins ComplianceEase https://t.co/3fkPPbuvTl #hw
719903696776273924,2016-04-12 15:03:11,Know an influential woman who is driving the U.S. housing economy? Nominate them for HW's Women of Influence awards! https://t.co/FlaiBAI0TV
719858392773210113,2016-04-12 12:03:09,Foreclosure inventory declined nearly 25% in February https://t.co/jmtBqcPrrF #hw
719656815571521536,2016-04-11 22:42:10,Flipping mortgages the next frontier for investors? https://t.co/STah3JICkX #hw
719656808621576193,2016-04-11 22:42:08,Department of Justice names new head of financial crisis investigations https://t.co/LSfevmJpvU #hw
719656803215126528,2016-04-11 22:42:07,Here's how Wells Fargo will report Thursday https://t.co/6e96qPN9Ef #hw
719635528572751874,2016-04-11 21:17:34,Former real estate sales associate gets 4 years for Florida mortgage fraud https://t.co/ZiKuoAoLzu #hw
719618057321066496,2016-04-11 20:08:09,"Bank of America Merrill Lynch pulling mortgages, servicing from PHH https://t.co/LFen9ACJp5 #hw"
719612561763672064,2016-04-11 19:46:19,LendingHome funds more than $550 million in mortgage loans https://t.co/zxXjmUXoBc #hw
719611021543911425,2016-04-11 19:40:11,Massive REIT Annaly Capital set to get even larger https://t.co/C7bMGUAsJz #hw
719602822220611584,2016-04-11 19:07:37,Inventory isn't a problem in these top cities for first-time buyers https://t.co/RNUxcxrmiE #hw
719561183074787329,2016-04-11 16:22:09,This is why customer experience is critical for everyone https://t.co/ga3pbiyjNw #hw
719557800595075072,2016-04-11 16:08:43,Goldman Sachs officially reaches $5B settlement over toxic mortgage bonds https://t.co/7Im1HBR6Sz #hw
719541291491729408,2016-04-11 15:03:06,HW’s annual Women of Influence award program is back! Now accepting nominations through 4/29 – Nominate today! https://t.co/arL6R30BLa
719376204898238464,2016-04-11 04:07:07,Monday Morning Cup of Coffee: Spring clean your personal finances https://t.co/ZBOb9Vmdhk #hw
719322857168179200,2016-04-11 00:35:08,Here are spring's 'hottest' single-family markets https://t.co/qyUprzq3Px #hw
718564862595440640,2016-04-08 22:23:08,Homebuilders booming in Dallas-Fort Worth https://t.co/BLiJZQHkVr #hw
718563351677108225,2016-04-08 22:17:07,It's official: Wells Fargo reaches largest settlement in FHA history https://t.co/7d9QwbW4oL #hw
718563344999776256,2016-04-08 22:17:06,New York Attorney General pushes FHFA for principal reduction https://t.co/7TJixYKDWO #hw
718561091849039873,2016-04-08 22:08:09,Co-Owner of mortgage company sent to prison https://t.co/UOJvkv0fmb #hw
718519319248789504,2016-04-08 19:22:09,JPMorgan Chase CEO declares mortgages bad for business https://t.co/n3ZEcUNfPM #hw
718498992313663489,2016-04-08 18:01:23,Collingwood Group Chairman calls out 'regulatory Jihad' on mortgage lenders https://t.co/q8BiqLRZRd #hw
718495520176496640,2016-04-08 17:47:35,[Video] How to navigate 3 mortgage industry changes https://t.co/xIUJt2uyzu #hw
718484878702944256,2016-04-08 17:05:18,Mortgage lenders: The future of your business rests on mobile technology https://t.co/4CPsnyKMEE #hw
718454143040557056,2016-04-08 15:03:10,Know an influential woman who is driving the U.S. housing economy? Nominate them for HW's Women of Influence awards! https://t.co/uXr8F9dm9E
718241750125559810,2016-04-08 00:59:12,The CFPB throws a bone to mortgage lenders https://t.co/sEzpAOIrLf #hw
718203759935901697,2016-04-07 22:28:14,Baltimore settles affordable housing case for $30 million https://t.co/4OKermtoHS #hw
718187245090373632,2016-04-07 21:22:37,MERS wins twice in Texas federal courts https://t.co/IMW7cE0cpg #hw
718187241537835008,2016-04-07 21:22:36,"Michigan plans $75M more fed funds to fight blight in Detroit, Flint https://t.co/IMrcCSuiUo #hw"
718185624814034944,2016-04-07 21:16:10,Mortgage lending standards tighten slightly in March https://t.co/mm6683U9Pt #hw
718183606149992448,2016-04-07 21:08:09,Mortgage Master expands throughout San Francisco https://t.co/aUMRDP0cht #hw
718183602459009025,2016-04-07 21:08:08,JPMorgan: US economy will face economic tragedy in 10 years https://t.co/iXLSlpkwPZ #hw
718158438824431616,2016-04-07 19:28:09,CoreLogic: REO sales drop to lowest level since January since 2007 https://t.co/hR3gkvaW06 #hw
718142827574628352,2016-04-07 18:26:07,Fort Worth homeowners face uphill challenge to fight county appraisal values https://t.co/wp19vDbkuH #hw
718132256129155072,2016-04-07 17:44:06,Congress brings knife to CFPB gun fight https://t.co/5awBIAw9jA #hw
718114033392492544,2016-04-07 16:31:42,Fannie Mae: Consumer confidence in housing falls to 18-month low https://t.co/sOt6VWRCSa #hw
718095273596092416,2016-04-07 15:17:09,Freddie Mac: Rock bottom mortgage rates signal refi opportunity https://t.co/OvZW1MLHsK #hw
718091808337760256,2016-04-07 15:03:23,HW’s annual Women of Influence award program is back! Now accepting nominations through 4/29 – Nominate today! https://t.co/uEB4OwaE09
718076964670545920,2016-04-07 14:04:24,Fewer people filing for unemployment https://t.co/KcQCt1iZ9e #hw
717842604826562560,2016-04-06 22:33:08,Shacking up finally legal again in Florida https://t.co/K6ahiaVo7a #hw
717829273696870400,2016-04-06 21:40:10,First-time homebuyers want to skip ‘starter home’ https://t.co/34yYSeqj8A #hw
717829267778736128,2016-04-06 21:40:08,"It's a great time to buy a home, but no one cares https://t.co/m9asU4X4pl #hw"
